Claim_ID,Customer_ID,Policy_Type,Claim_Amount,Status,Processing_Time_Days,Region,Submission_Date,Approval_Date
2316,11419,Property,91440.77,Approved,40.0,North,2024-08-12,2024-09-21
2317,13917,Property,92110.7,Approved,33.0,South,2024-11-13,2024-12-16
2318,14942,Travel,75733.65,Approved,40.0,North,2024-07-21,2024-08-30
2319,18354,Travel,8301.22,Approved,11.0,East,2024-08-18,2024-08-29
2320,18307,Motor,106808.57,Approved,41.0,East,2024-02-20,2024-04-01
2321,17570,Motor,70373.33,Approved,18.0,East,2024-02-26,2024-03-15
2322,15198,Motor,5257.37,Rejected,38.0,South,2024-05-11,2024-06-18
2323,19662,Motor,65049.02,Approved,16.0,South,2024-10-06,2024-10-22
2324,16002,Motor,59332.52,Approved,10.0,West,2024-10-23,2024-11-02
2325,15142,Health,81722.39,Approved,33.0,East,2024-10-31,2024-12-03
2326,13852,Motor,30711.14,Rejected,24.0,North,2024-08-12,2024-09-05
2327,10542,Health,103998.35,Approved,12.0,South,2024-06-22,2024-07-04
2328,18605,Motor,140025.87,Approved,14.0,East,2024-10-18,2024-11-01
2329,18873,Motor,127886.19,Rejected,19.0,East,2024-09-22,2024-10-11
2330,18833,Health,161732.21,Approved,10.0,South,2024-09-03,2024-09-13
2331,13978,Health,93141.62,Approved,43.0,West,2024-03-18,2024-04-30
2332,11432,Health,106222.89,Rejected,6.0,South,2024-05-14,2024-05-20
2333,18860,Health,163028.38,Approved,44.0,South,2024-05-19,2024-07-02
2334,17805,Motor,88401.73,Pending,,North,2024-12-07,
2335,10968,Health,141811.87,Approved,33.0,North,2024-09-09,2024-10-12
2336,15800,Motor,89747.46,Approved,3.0,West,2024-06-24,2024-06-27
2337,17845,Motor,86458.56,Rejected,22.0,East,2024-02-29,2024-03-22
2338,19372,Motor,153240.1,Approved,29.0,South,2024-12-17,2025-01-15
2339,15591,Motor,39093.2,Rejected,25.0,West,2024-09-10,2024-10-05
2340,15383,Motor,71024.26,Rejected,25.0,North,2024-01-08,2024-02-02
2341,17470,Property,48713.59,Rejected,15.0,South,2024-04-16,2024-05-01
2342,14819,Property,75026.44,Pending,,East,2024-06-19,
2343,17632,Motor,49923.09,Approved,28.0,North,2024-02-27,2024-03-26
2344,13235,Motor,117984.1,Rejected,25.0,North,2024-12-02,2024-12-27
2345,15255,Motor,160643.31,Approved,7.0,North,2024-12-07,2024-12-14
2346,10251,Motor,158389.55,Approved,27.0,West,2024-10-16,2024-11-12
2347,14300,Property,76077.69,Rejected,16.0,East,2024-03-24,2024-04-09
2348,17409,Motor,197808.28,Approved,30.0,South,2024-04-26,2024-05-26
2349,13998,Health,120801.6,Approved,37.0,West,2024-07-18,2024-08-24
2350,18982,Motor,82883.06,Approved,11.0,West,2024-01-22,2024-02-02
2351,15180,Property,167930.16,Approved,29.0,West,2024-08-06,2024-09-04
2352,15421,Motor,147325.43,Pending,,North,2024-08-13,
2353,11495,Health,151108.69,Approved,22.0,East,2024-09-27,2024-10-19
2354,17978,Motor,43247.17,Approved,11.0,West,2024-04-11,2024-04-22
2355,18141,Health,96323.24,Rejected,5.0,South,2024-05-24,2024-05-29
2356,15378,Motor,173056.49,Approved,5.0,East,2024-05-26,2024-05-31
2357,12577,Motor,103287.41,Approved,7.0,South,2024-09-17,2024-09-24
2358,15306,Property,138273.28,Approved,27.0,East,2024-10-05,2024-11-01
2359,18133,Property,119647.08,Approved,41.0,South,2024-12-04,2025-01-14
2360,11235,Travel,169259.57,Approved,17.0,North,2024-01-14,2024-01-31
2361,11058,Health,60489.36,Rejected,9.0,West,2024-09-22,2024-10-01
2362,19362,Travel,117217.68,Approved,29.0,South,2024-10-13,2024-11-11
2363,13659,Motor,29030.76,Pending,,East,2024-05-20,
2364,15368,Motor,139591.1,Rejected,39.0,West,2024-10-19,2024-11-27
2365,10056,Motor,147733.73,Approved,2.0,West,2024-01-31,2024-02-02
2366,17472,Health,13353.28,Approved,20.0,East,2024-06-19,2024-07-09
2367,12569,Motor,136779.24,Approved,18.0,South,2024-12-20,2025-01-07
2368,14080,Motor,85864.58,Approved,29.0,North,2024-07-23,2024-08-21
2369,16377,Health,29198.89,Pending,,North,2024-10-17,
2370,11948,Travel,86881.97,Approved,7.0,South,2024-04-20,2024-04-27
2371,10222,Motor,42875.42,Approved,8.0,West,2024-03-08,2024-03-16
2372,19831,Motor,86034.11,Approved,9.0,West,2024-07-01,2024-07-10
2373,15217,Motor,79946.11,Approved,4.0,West,2024-07-14,2024-07-18
2374,19949,Motor,148986.37,Approved,22.0,West,2024-05-05,2024-05-27
2375,19027,Motor,155972.03,Approved,9.0,South,2024-06-23,2024-07-02
2376,12536,Health,123370.59,Approved,29.0,West,2024-09-18,2024-10-17
2377,12525,Health,9423.93,Approved,31.0,East,2024-10-12,2024-11-12
2378,19176,Health,186549.34,Approved,33.0,West,2024-06-03,2024-07-06
2379,11357,Motor,138815.49,Rejected,12.0,North,2024-03-09,2024-03-21
2380,14887,Travel,11668.11,Approved,21.0,West,2024-04-17,2024-05-08
2381,17722,Motor,164672.42,Approved,17.0,South,2024-02-04,2024-02-21
2382,15982,Motor,44051.9,Approved,26.0,North,2024-12-24,2025-01-19
2383,14477,Travel,117948.13,Approved,10.0,South,2024-02-13,2024-02-23
2384,19638,Motor,95993.7,Pending,,South,2024-05-22,
2385,11371,Motor,86868.56,Approved,41.0,North,2024-07-29,2024-09-08
2386,13224,Travel,178494.18,Approved,41.0,South,2024-10-11,2024-11-21
2387,11874,Motor,90285.45,Rejected,4.0,South,2024-01-06,2024-01-10
2388,13361,Health,19692.1,Rejected,17.0,West,2024-08-05,2024-08-22
2389,16104,Motor,189594.55,Approved,13.0,East,2024-01-27,2024-02-09
2390,11142,Health,184504.37,Approved,16.0,South,2024-08-14,2024-08-30
2391,14309,Motor,138464.37,Rejected,5.0,South,2024-10-10,2024-10-15
2392,18756,Motor,96239.04,Approved,24.0,South,2024-02-25,2024-03-20
2393,16898,Health,23107.6,Rejected,28.0,West,2024-11-05,2024-12-03
2394,11588,Motor,159195.88,Rejected,40.0,East,2024-12-01,2025-01-10
2395,14998,Motor,19718.19,Rejected,44.0,North,2024-04-14,2024-05-28
2396,19662,Motor,18377.19,Approved,38.0,West,2024-01-18,2024-02-25
2397,14342,Motor,109789.85,Rejected,14.0,West,2024-07-23,2024-08-06
2398,13362,Motor,36225.01,Approved,44.0,East,2024-02-12,2024-03-27
2399,11636,Motor,6507.4,Rejected,38.0,East,2024-03-29,2024-05-06
2400,19664,Property,87507.12,Approved,41.0,West,2024-03-14,2024-04-24
2401,16227,Motor,31757.36,Approved,22.0,North,2024-06-05,2024-06-27
2402,11244,Motor,36300.51,Approved,30.0,West,2024-09-22,2024-10-22
2403,16914,Motor,19997.57,Approved,30.0,East,2024-05-13,2024-06-12
2404,15306,Motor,44993.28,Approved,12.0,North,2024-03-29,2024-04-10
2405,14514,Property,144519.42,Pending,,East,2024-08-23,
2406,18450,Motor,162740.82,Approved,11.0,North,2024-05-11,2024-05-22
2407,12358,Property,93244.06,Rejected,6.0,South,2024-08-16,2024-08-22
2408,15615,Motor,103777.99,Approved,26.0,East,2024-02-03,2024-02-29
2409,11268,Health,11367.73,Approved,34.0,East,2024-03-23,2024-04-26
2410,19131,Health,18516.67,Approved,18.0,West,2024-05-11,2024-05-29
2411,12376,Travel,55225.71,Approved,34.0,East,2024-12-19,2025-01-22
2412,18387,Health,111060.19,Pending,,East,2024-07-22,
2413,13096,Health,149212.47,Approved,34.0,South,2024-10-13,2024-11-16
2414,13635,Motor,122975.6,Approved,10.0,East,2024-12-01,2024-12-11
2415,10561,Motor,81464.93,Approved,28.0,South,2024-11-11,2024-12-09
2416,18231,Property,28073.19,Pending,,South,2024-09-14,
2417,19959,Motor,157250.78,Approved,5.0,South,2024-10-18,2024-10-23
2418,17739,Motor,75938.28,Approved,10.0,South,2024-05-04,2024-05-14
2419,16871,Health,148530.53,Approved,16.0,North,2024-05-30,2024-06-15
2420,12504,Motor,105030.87,Approved,17.0,West,2024-12-24,2025-01-10
2421,17021,Property,149039.1,Approved,17.0,North,2024-09-03,2024-09-20
2422,15971,Health,181921.46,Rejected,14.0,East,2024-06-23,2024-07-07
2423,17876,Health,184600.76,Approved,15.0,North,2024-12-22,2025-01-06
2424,18979,Travel,109345.82,Approved,23.0,North,2024-10-28,2024-11-20
2425,14097,Motor,104744.13,Approved,22.0,East,2024-03-20,2024-04-11
2426,19684,Motor,56807.3,Approved,10.0,East,2024-04-16,2024-04-26
2427,19321,Motor,187480.97,Approved,42.0,East,2024-10-26,2024-12-07
2428,16822,Motor,94294.24,Pending,,North,2024-10-31,
2429,15878,Health,29880.29,Rejected,11.0,North,2024-12-09,2024-12-20
2430,14509,Property,89377.46,Rejected,36.0,East,2024-02-27,2024-04-03
2431,16186,Motor,29775.38,Rejected,10.0,West,2024-03-31,2024-04-10
2432,19836,Motor,102993.68,Approved,17.0,West,2024-05-14,2024-05-31
2433,13560,Property,114448.73,Approved,19.0,South,2024-12-15,2025-01-03
2434,15679,Motor,70862.37,Approved,11.0,East,2024-06-17,2024-06-28
2435,12685,Motor,18971.87,Approved,22.0,South,2024-11-29,2024-12-21
2436,16612,Motor,188983.19,Approved,16.0,West,2024-05-01,2024-05-17
2437,14821,Property,155803.86,Approved,16.0,South,2024-08-23,2024-09-08
2438,17807,Health,168581.81,Approved,12.0,East,2024-03-16,2024-03-28
2439,11412,Health,76539.34,Rejected,41.0,East,2024-11-04,2024-12-15
2440,11221,Travel,153362.05,Rejected,43.0,East,2024-01-23,2024-03-06
2441,12249,Motor,99647.71,Pending,,North,2024-11-28,
2442,12239,Motor,44211.28,Approved,38.0,South,2024-03-13,2024-04-20
2443,14202,Travel,29262.56,Approved,21.0,West,2024-03-28,2024-04-18
2444,17873,Motor,72284.92,Approved,35.0,West,2024-04-12,2024-05-17
2445,16893,Health,31822.66,Approved,23.0,West,2024-04-03,2024-04-26
2446,18835,Property,199662.45,Approved,19.0,North,2024-11-11,2024-11-30
2447,15403,Health,14591.85,Approved,17.0,North,2024-09-22,2024-10-09
2448,15185,Health,91023.0,Approved,6.0,East,2024-09-09,2024-09-15
2449,14290,Travel,93158.24,Approved,2.0,West,2024-12-23,2024-12-25
2450,14142,Travel,63623.23,Approved,20.0,North,2024-02-27,2024-03-18
2451,19577,Motor,116413.56,Approved,11.0,East,2024-01-09,2024-01-20
2452,17152,Motor,34245.52,Approved,22.0,West,2024-01-13,2024-02-04
2453,12584,Motor,157862.91,Approved,14.0,South,2024-05-10,2024-05-24
2454,11601,Health,69827.31,Approved,25.0,East,2024-08-09,2024-09-03
2455,14942,Motor,120311.81,Approved,24.0,North,2024-11-24,2024-12-18
2456,15698,Health,144549.65,Approved,24.0,North,2024-06-01,2024-06-25
2457,10807,Motor,178363.21,Rejected,12.0,East,2024-03-11,2024-03-23
2458,17345,Health,167978.55,Rejected,3.0,East,2024-12-10,2024-12-13
2459,18306,Motor,123620.26,Approved,7.0,North,2024-01-20,2024-01-27
2460,12727,Health,80736.67,Approved,12.0,South,2024-03-21,2024-04-02
2461,18165,Health,103124.91,Approved,16.0,West,2024-08-15,2024-08-31
2462,14171,Motor,154903.28,Approved,10.0,South,2024-12-11,2024-12-21
2463,19641,Motor,176121.38,Approved,13.0,East,2024-01-19,2024-02-01
2464,11568,Health,25237.48,Approved,37.0,South,2024-06-13,2024-07-20
2465,19514,Motor,80046.97,Approved,29.0,North,2024-04-16,2024-05-15
2466,19052,Motor,156342.74,Approved,24.0,East,2024-12-13,2025-01-06
2467,10741,Property,89172.09,Rejected,28.0,West,2024-08-01,2024-08-29
2468,19922,Health,69784.41,Approved,25.0,North,2024-08-26,2024-09-20
2469,16437,Property,85207.93,Rejected,15.0,North,2024-05-26,2024-06-10
2470,14904,Motor,122554.73,Approved,36.0,West,2024-06-29,2024-08-04
2471,12933,Motor,199962.0,Approved,28.0,West,2024-12-01,2024-12-29
2472,14509,Travel,101133.52,Pending,,South,2024-07-16,
2473,14526,Health,45656.42,Pending,,East,2024-10-13,
2474,15909,Health,36755.08,Approved,9.0,West,2024-02-22,2024-03-02
2475,15349,Motor,13258.2,Approved,35.0,West,2024-08-27,2024-10-01
2476,13167,Motor,113969.36,Approved,43.0,East,2024-10-16,2024-11-28
2477,17606,Motor,111191.56,Approved,24.0,West,2024-10-13,2024-11-06
2478,12218,Motor,45020.62,Rejected,10.0,West,2024-07-06,2024-07-16
2479,11340,Motor,140589.23,Pending,,South,2024-01-06,
2480,18009,Motor,149515.87,Approved,37.0,North,2024-10-09,2024-11-15
2481,14639,Property,55524.15,Approved,17.0,North,2024-09-19,2024-10-06
2482,11514,Motor,72099.45,Approved,26.0,North,2024-02-18,2024-03-15
2483,11411,Health,198141.98,Approved,19.0,North,2024-12-17,2025-01-05
2484,17724,Travel,77981.57,Pending,,West,2024-07-18,
2485,14167,Health,153356.33,Rejected,39.0,East,2024-02-29,2024-04-08
2486,11022,Motor,93281.46,Approved,4.0,East,2024-02-02,2024-02-06
2487,12758,Health,159702.24,Approved,21.0,South,2024-10-29,2024-11-19
2488,19304,Health,154959.53,Approved,20.0,South,2024-08-31,2024-09-20
2489,14808,Health,135212.42,Approved,14.0,West,2024-06-20,2024-07-04
2490,19750,Health,171681.78,Rejected,18.0,East,2024-07-25,2024-08-12
2491,18833,Property,188147.61,Approved,15.0,East,2024-10-09,2024-10-24
2492,16733,Health,118096.75,Approved,31.0,North,2024-01-22,2024-02-22
2493,14907,Motor,51306.44,Approved,23.0,West,2024-02-16,2024-03-10
2494,13225,Health,82732.65,Rejected,44.0,West,2024-12-14,2025-01-27
2495,11014,Motor,152869.61,Approved,44.0,North,2024-06-06,2024-07-20
2496,16768,Travel,131922.28,Rejected,30.0,West,2024-09-14,2024-10-14
2497,15458,Motor,39670.68,Rejected,3.0,West,2024-05-22,2024-05-25
2498,12021,Motor,14991.71,Pending,,South,2024-02-16,
2499,12676,Travel,138177.51,Approved,15.0,East,2024-01-27,2024-02-11
2500,19732,Health,53960.41,Approved,35.0,West,2024-01-27,2024-03-02
2501,13106,Motor,102435.7,Approved,14.0,South,2024-05-24,2024-06-07
2502,18975,Motor,150615.62,Approved,11.0,East,2024-03-15,2024-03-26
2503,18862,Travel,114720.02,Approved,9.0,North,2024-07-05,2024-07-14
2504,12584,Motor,21244.0,Approved,8.0,South,2024-01-10,2024-01-18
2505,14942,Travel,41188.15,Approved,14.0,South,2024-04-30,2024-05-14
2506,11277,Motor,47769.0,Rejected,27.0,East,2024-10-15,2024-11-11
2507,13043,Health,55283.53,Approved,33.0,North,2024-06-13,2024-07-16
2508,17370,Travel,115253.66,Approved,20.0,South,2024-09-20,2024-10-10
2509,15860,Motor,103273.33,Rejected,16.0,West,2024-06-09,2024-06-25
2510,13782,Motor,44616.21,Rejected,3.0,West,2024-11-22,2024-11-25
2511,17057,Motor,18173.19,Rejected,38.0,West,2024-10-23,2024-11-30
2512,18369,Health,38429.28,Rejected,20.0,North,2024-04-27,2024-05-17
2513,18467,Health,196954.36,Pending,,South,2024-11-06,
2514,13481,Health,96366.66,Approved,40.0,West,2024-09-19,2024-10-29
2515,15772,Motor,174132.37,Approved,34.0,North,2024-03-24,2024-04-27
2516,19616,Motor,170506.73,Approved,2.0,West,2024-05-25,2024-05-27
2517,15336,Motor,104746.31,Approved,40.0,East,2024-06-19,2024-07-29
2518,14122,Motor,142804.1,Approved,29.0,South,2024-11-29,2024-12-28
2519,12960,Health,42586.64,Approved,18.0,South,2024-11-04,2024-11-22
2520,17897,Travel,139237.36,Approved,7.0,North,2024-01-14,2024-01-21
2521,12469,Health,58114.99,Approved,21.0,North,2024-05-28,2024-06-18
2522,17051,Motor,167252.11,Approved,14.0,South,2024-09-07,2024-09-21
2523,14068,Property,21326.21,Pending,,West,2024-02-26,
2524,15443,Health,155762.04,Approved,31.0,West,2024-12-12,2025-01-12
2525,19782,Property,24487.7,Rejected,22.0,East,2024-10-28,2024-11-19
2526,14380,Health,176831.9,Approved,3.0,West,2024-12-12,2024-12-15
2527,19304,Motor,64319.88,Pending,,North,2024-05-12,
2528,19260,Motor,132606.71,Rejected,29.0,North,2024-06-18,2024-07-17
2529,12545,Health,100062.94,Approved,5.0,West,2024-04-11,2024-04-16
2530,17665,Motor,76429.11,Approved,43.0,North,2024-04-15,2024-05-28
2531,13649,Motor,130861.16,Approved,44.0,South,2024-06-19,2024-08-02
2532,11814,Health,189766.98,Pending,,South,2024-05-07,
2533,13907,Health,13047.6,Rejected,39.0,West,2024-09-06,2024-10-15
2534,13731,Health,184176.31,Rejected,10.0,South,2024-02-01,2024-02-11
2535,17685,Motor,123770.92,Approved,21.0,South,2024-08-03,2024-08-24
2536,18273,Motor,162426.29,Approved,31.0,East,2024-09-18,2024-10-19
2537,15869,Health,79855.62,Rejected,38.0,East,2024-11-25,2025-01-02
2538,18273,Property,97009.38,Approved,39.0,South,2024-08-31,2024-10-09
2539,10093,Health,174425.9,Approved,5.0,West,2024-10-11,2024-10-16
2540,18186,Property,85895.35,Approved,39.0,East,2024-10-16,2024-11-24
2541,10342,Health,109258.62,Pending,,North,2024-09-19,
2542,16940,Health,8938.01,Approved,36.0,North,2024-12-02,2025-01-07
2543,12408,Motor,35926.61,Approved,31.0,North,2024-11-28,2024-12-29
2544,19281,Health,130128.87,Approved,43.0,West,2024-11-09,2024-12-22
2545,10623,Health,144810.5,Rejected,5.0,South,2024-03-25,2024-03-30
2546,10867,Health,118607.18,Approved,26.0,North,2024-11-24,2024-12-20
2547,13472,Motor,32945.46,Approved,32.0,West,2024-02-14,2024-03-17
2548,10170,Health,91854.06,Approved,13.0,East,2024-10-29,2024-11-11
2549,19974,Motor,74243.48,Rejected,16.0,South,2024-11-28,2024-12-14
2550,18769,Health,101653.96,Pending,,East,2024-07-18,
2551,18259,Motor,174714.16,Rejected,11.0,West,2024-07-19,2024-07-30
2552,11515,Travel,156292.98,Approved,13.0,North,2024-11-24,2024-12-07
2553,18192,Motor,21377.95,Pending,,North,2024-06-16,
2554,12198,Motor,178610.29,Approved,41.0,West,2024-08-27,2024-10-07
2555,10901,Motor,96994.59,Approved,22.0,North,2024-10-12,2024-11-03
2556,15903,Health,150053.12,Approved,36.0,South,2024-07-08,2024-08-13
2557,17755,Motor,32307.65,Approved,8.0,West,2024-03-11,2024-03-19
2558,18986,Motor,135790.31,Rejected,19.0,East,2024-05-24,2024-06-12
2559,12066,Health,51083.57,Approved,28.0,West,2024-12-24,2025-01-21
2560,18562,Motor,90484.27,Approved,36.0,South,2024-07-27,2024-09-01
2561,12538,Property,8288.26,Approved,3.0,South,2024-12-25,2024-12-28
2562,13907,Property,34564.07,Approved,33.0,West,2024-07-26,2024-08-28
2563,16960,Health,22955.7,Approved,16.0,West,2024-08-09,2024-08-25
2564,12596,Motor,51750.11,Approved,25.0,North,2024-10-13,2024-11-07
2565,19880,Health,24503.53,Approved,21.0,South,2024-06-11,2024-07-02
2566,13321,Motor,139922.46,Approved,11.0,West,2024-12-30,2025-01-10
2567,19330,Motor,10662.78,Approved,25.0,West,2024-03-12,2024-04-06
2568,17720,Motor,125459.4,Rejected,25.0,South,2024-08-27,2024-09-21
2569,12621,Property,32438.03,Approved,25.0,West,2024-05-06,2024-05-31
2570,19357,Motor,189306.48,Rejected,41.0,North,2024-03-25,2024-05-05
2571,19700,Health,186953.34,Pending,,South,2024-01-15,
2572,13841,Health,48973.1,Rejected,42.0,North,2024-09-04,2024-10-16
2573,14558,Motor,124812.15,Approved,41.0,North,2024-11-07,2024-12-18
2574,14918,Motor,10461.04,Approved,12.0,North,2024-10-09,2024-10-21
2575,18715,Property,186698.77,Pending,,North,2024-01-02,
2576,14339,Health,106982.53,Approved,2.0,South,2024-03-14,2024-03-16
2577,10238,Health,13428.51,Approved,31.0,North,2024-03-04,2024-04-04
2578,11220,Motor,71787.5,Approved,44.0,North,2024-09-17,2024-10-31
2579,10768,Motor,19985.65,Approved,19.0,West,2024-12-12,2024-12-31
2580,18426,Motor,81624.17,Pending,,South,2024-11-19,
2581,16330,Motor,135635.64,Approved,10.0,South,2024-08-26,2024-09-05
2582,17388,Motor,96628.53,Approved,10.0,East,2024-12-02,2024-12-12
2583,14592,Travel,79825.82,Approved,2.0,South,2024-12-06,2024-12-08
2584,19711,Motor,28235.62,Approved,8.0,South,2024-10-05,2024-10-13
2585,17617,Motor,52763.11,Approved,43.0,East,2024-12-18,2025-01-30
2586,18082,Health,24527.94,Approved,17.0,South,2024-07-19,2024-08-05
2587,17579,Health,162462.25,Rejected,39.0,South,2024-10-19,2024-11-27
2588,19127,Motor,31371.77,Approved,12.0,South,2024-10-12,2024-10-24
2589,19460,Health,121097.81,Rejected,26.0,South,2024-08-08,2024-09-03
2590,16456,Motor,71834.38,Approved,30.0,East,2024-06-10,2024-07-10
2591,19010,Motor,49065.79,Approved,20.0,South,2024-07-01,2024-07-21
2592,14117,Motor,129696.35,Approved,19.0,South,2024-09-21,2024-10-10
2593,12439,Travel,94115.45,Approved,30.0,East,2024-05-11,2024-06-10
2594,19280,Motor,83028.37,Rejected,17.0,West,2024-11-17,2024-12-04
2595,16086,Motor,120606.14,Rejected,41.0,North,2024-04-29,2024-06-09
2596,14824,Motor,100797.19,Approved,9.0,West,2024-08-06,2024-08-15
2597,19965,Travel,64179.42,Approved,35.0,East,2024-06-08,2024-07-13
2598,18391,Motor,114016.95,Rejected,7.0,North,2024-10-26,2024-11-02
2599,18369,Motor,135552.22,Approved,31.0,East,2024-04-18,2024-05-19
2600,15542,Motor,10205.17,Approved,35.0,East,2024-08-25,2024-09-29
2601,19122,Motor,95844.99,Pending,,South,2024-10-19,
2602,12036,Health,16248.24,Approved,13.0,North,2024-03-07,2024-03-20
2603,19677,Health,41349.06,Pending,,South,2024-11-11,
2604,12091,Motor,114299.2,Approved,40.0,North,2024-07-05,2024-08-14
2605,15550,Motor,173906.84,Rejected,7.0,East,2024-02-05,2024-02-12
2606,14263,Motor,177147.11,Approved,5.0,East,2024-02-18,2024-02-23
2607,16430,Motor,18639.08,Approved,10.0,West,2024-09-12,2024-09-22
2608,12384,Motor,86725.49,Approved,6.0,North,2024-04-16,2024-04-22
2609,16326,Health,118686.26,Approved,11.0,South,2024-01-08,2024-01-19
2610,18207,Property,33678.63,Approved,9.0,West,2024-08-23,2024-09-01
2611,17663,Property,154259.28,Approved,24.0,West,2024-06-26,2024-07-20
2612,19028,Travel,150125.88,Approved,5.0,West,2024-08-29,2024-09-03
2613,17721,Health,181151.5,Rejected,38.0,South,2024-02-10,2024-03-19
2614,12157,Health,6654.77,Approved,8.0,West,2024-12-22,2024-12-30
2615,19768,Motor,47253.43,Approved,7.0,South,2024-09-01,2024-09-08
2616,10305,Health,166301.41,Approved,43.0,West,2024-04-22,2024-06-04
2617,17123,Motor,135763.11,Approved,16.0,South,2024-12-30,2025-01-15
2618,12053,Motor,179406.02,Approved,36.0,East,2024-09-12,2024-10-18
2619,15812,Health,16150.03,Approved,33.0,East,2024-06-14,2024-07-17
2620,13344,Motor,121407.97,Rejected,15.0,East,2024-12-07,2024-12-22
2621,14456,Motor,115964.08,Approved,36.0,East,2024-03-18,2024-04-23
2622,11208,Property,11956.51,Approved,12.0,East,2024-07-25,2024-08-06
2623,11858,Motor,105136.8,Rejected,11.0,West,2024-11-06,2024-11-17
2624,12703,Motor,123856.46,Rejected,18.0,West,2024-07-14,2024-08-01
2625,11971,Property,42302.17,Approved,14.0,West,2024-11-16,2024-11-30
2626,11113,Health,58299.27,Rejected,35.0,South,2024-03-04,2024-04-08
2627,10983,Health,129867.73,Approved,6.0,South,2024-05-19,2024-05-25
2628,12127,Motor,96318.68,Rejected,11.0,South,2024-02-11,2024-02-22
2629,13639,Motor,172312.66,Approved,33.0,South,2024-11-01,2024-12-04
2630,17476,Travel,71764.44,Approved,13.0,East,2024-07-27,2024-08-09
2631,10560,Health,56998.63,Pending,,East,2024-10-30,
2632,16652,Health,197048.86,Approved,22.0,East,2024-03-13,2024-04-04
2633,14387,Motor,182671.48,Approved,34.0,North,2024-06-01,2024-07-05
2634,12932,Motor,10653.59,Approved,42.0,West,2024-05-14,2024-06-25
2635,18482,Property,155292.08,Approved,33.0,South,2024-12-27,2025-01-29
2636,11909,Motor,26515.28,Approved,13.0,South,2024-09-20,2024-10-03
2637,17230,Health,10359.61,Approved,36.0,East,2024-08-03,2024-09-08
2638,11428,Motor,58370.63,Approved,37.0,South,2024-07-27,2024-09-02
2639,10947,Health,57522.45,Approved,39.0,South,2024-07-22,2024-08-30
2640,11348,Property,164767.16,Approved,29.0,West,2024-04-19,2024-05-18
2641,18572,Health,143580.11,Approved,14.0,East,2024-01-31,2024-02-14
2642,19896,Motor,196413.84,Approved,13.0,West,2024-01-12,2024-01-25
2643,10309,Health,143745.02,Pending,,North,2024-05-06,
2644,13414,Health,86559.83,Approved,3.0,North,2024-11-08,2024-11-11
2645,15789,Motor,141290.89,Approved,30.0,North,2024-07-12,2024-08-11
2646,19690,Travel,199894.52,Rejected,14.0,East,2024-05-19,2024-06-02
2647,16568,Health,143477.67,Rejected,36.0,South,2024-01-27,2024-03-03
2648,18852,Travel,153527.86,Approved,14.0,East,2024-02-15,2024-02-29
2649,13447,Health,187981.18,Rejected,35.0,East,2024-05-14,2024-06-18
2650,12273,Motor,27162.0,Approved,20.0,South,2024-11-12,2024-12-02
2651,19689,Motor,142432.94,Rejected,10.0,West,2024-02-27,2024-03-08
2652,12142,Motor,170907.16,Approved,32.0,North,2024-01-13,2024-02-14
2653,19797,Property,191103.83,Approved,34.0,West,2024-04-09,2024-05-13
2654,14739,Health,46139.01,Approved,28.0,North,2024-02-18,2024-03-17
2655,19623,Health,103266.16,Rejected,3.0,East,2024-10-17,2024-10-20
2656,10458,Motor,137708.2,Approved,16.0,North,2024-04-03,2024-04-19
2657,17580,Motor,53256.21,Approved,20.0,East,2024-04-04,2024-04-24
2658,10337,Health,122092.21,Approved,32.0,West,2024-05-24,2024-06-25
2659,15450,Motor,55227.86,Pending,,East,2024-03-12,
2660,17380,Motor,70024.12,Rejected,44.0,West,2024-01-10,2024-02-23
2661,14020,Health,91096.15,Approved,16.0,South,2024-06-10,2024-06-26
2662,18536,Motor,108192.07,Approved,7.0,South,2024-08-01,2024-08-08
2663,15643,Motor,92626.34,Approved,15.0,South,2024-01-04,2024-01-19
2664,10942,Motor,101173.13,Approved,28.0,East,2024-08-11,2024-09-08
2665,10345,Motor,63224.81,Pending,,South,2024-01-29,
2666,13894,Property,35998.19,Approved,20.0,North,2024-10-28,2024-11-17
2667,18516,Motor,14233.25,Approved,38.0,West,2024-07-21,2024-08-28
2668,16610,Motor,43215.85,Approved,44.0,West,2024-03-17,2024-04-30
2669,12138,Motor,118479.01,Approved,5.0,North,2024-02-28,2024-03-04
2670,14389,Health,158292.51,Approved,27.0,East,2024-07-14,2024-08-10
2671,18715,Motor,38003.28,Approved,10.0,East,2024-11-17,2024-11-27
2672,17826,Health,26168.29,Approved,42.0,West,2024-04-16,2024-05-28
2673,17816,Motor,151111.62,Approved,41.0,South,2024-12-07,2025-01-17
2674,10258,Motor,64505.87,Approved,16.0,East,2024-01-09,2024-01-25
2675,11110,Motor,190542.39,Approved,42.0,East,2024-01-20,2024-03-02
2676,17325,Travel,144292.0,Approved,38.0,North,2024-05-28,2024-07-05
2677,16487,Travel,68717.43,Rejected,5.0,North,2024-01-17,2024-01-22
2678,10820,Motor,61460.84,Approved,27.0,South,2024-01-12,2024-02-08
2679,15988,Health,107121.19,Approved,19.0,East,2024-03-22,2024-04-10
2680,15635,Property,20433.21,Rejected,42.0,East,2024-03-07,2024-04-18
2681,14664,Motor,27946.92,Approved,36.0,North,2024-05-12,2024-06-17
